"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Trypanosomiasis","0.0","0.00118","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Ascariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Migraine","0.0","0.00172","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","HIV/AIDS","9.1","9.09284","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Peptic ulcer disease","2.9","2.92023","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Dengue","0.0","0.04647","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Noncommunicable diseases","2021.6","2021.60803","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Anxiety disorders","0.0","0.02949","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Malignant neoplasms","50.5","50.50663","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Neonatal sepsis and infections","0.3","0.33245","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Bladder cancer","3.2","3.20838","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Acute hepatitis B","0.4","0.41539","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Genitourinary diseases","1.7","1.66421","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Cirrhosis of the liver","50.4","50.38271","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Alcohol use disorders","1.9","1.88171","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Other neonatal conditions","0.6","0.62653","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Maternal conditions","0.0","0.00716","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Lymphomas, multiple myeloma","15.1","15.13054","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Appendicitis","1.3","1.31694","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Lymphomas, multiple myeloma","1.1","1.12197","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Periodontal disease","0.0","0.00477","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Rheumatoid arthritis","0.0","0.02420","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","HIV/AIDS","0.7","0.71584","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Unipolar depressive disorders","0.3","0.25186","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Other respiratory diseases","24.5","24.50090","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Diarrhoeal diseases","1.5","1.51858","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Other nutritional deficiencies","0.1","0.12805","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Dengue","0.0","0.02117","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Other neoplasms","5.5","5.51699","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Chlamydia","0.0","0.00243","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Chronic obstructive pulmonary disease","23.6","23.63508","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Bladder cancer","5.5","5.46207","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Falls","0.7","0.67116","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Rheumatic heart disease","13.1","13.05392","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Alzheimer's disease and other dementias","1.8","1.83524","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Other musculoskeletal disorders","2.3","2.29835","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Migraine","0.0","0.00016","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Fire, heat and hot substances","3.2","3.21195","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Unipolar depressive disorders","0.0","0.03752","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Oesophagus cancer","30.5","30.52400","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Respiratory infections","7.5","7.52910","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Whooping cough","0.0","0.00151","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Iron-deficiency anaemia","0.0","0.01613","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Down's syndrome","0.2","0.16105","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Cardiomyopathy, myocarditis, endocarditis","0.5","0.53948","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Other neurological conditions","4.5","4.51619","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Genitourinary diseases","24.5","24.50888","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Self-harm","39.3","39.31464","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Childhood-cluster diseases","0.0","0.00323","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Acute hepatitis C","3.0","3.04914","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Intentional injuries","51.4","51.44656","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Appendicitis","0.2","0.24665","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Eating disorders","0.2","0.17802","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Dental caries","0.0","0.00862","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Cirrhosis of the liver","48.9","48.87101","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Gout","0.2","0.23918","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Ischaemic heart disease","30.9","30.89849","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Trypanosomiasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Leukaemia","3.8","3.76538","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Corpus uteri cancer","0.6","0.61540","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Rheumatic heart disease","3.1","3.10508","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Nutritional deficiencies","13.7","13.65421","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Other STDs","0.0","0.01357","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Eating disorders","0.3","0.28683","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Road injury","3.1","3.06189","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Neural tube defects","0.1","0.05267","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Preterm birth complications","0.0","0.00141","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Diabetes mellitus","136.1","136.08240","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Lymphomas, multiple myeloma","56.8","56.78757","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Schizophrenia","0.0","0.02797","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Iodine deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Urolithiasis","0.2","0.17325","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Noncommunicable diseases","341.4","341.42050","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Colon and rectum cancers","0.3","0.30174","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Melanoma and other skin cancers","9.7","9.65429","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Iron-deficiency anaemia","0.8","0.84593","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Other neurological conditions","0.9","0.85182","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Periodontal disease","0.0","0.00056","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Diabetes mellitus","10.8","10.84603","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Endocrine, blood, immune disorders","0.9","0.89541","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Fire, heat and hot substances","2.1","2.10534","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Trachea, bronchus, lung cancers","67.2","67.21336","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Other hearing loss","0.0","0.00063","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Skin diseases","13.8","13.81232","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Tuberculosis","1.0","0.95469","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Down's syndrome","0.7","0.65680","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Other mental and behavioural disorders","5.9","5.92198","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Alcohol use disorders","4.4","4.40386","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Syphilis","0.2","0.16180","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Bipolar disorder","0.0","0.00242","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Intentional injuries","11.5","11.53120","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Diarrhoeal diseases","0.5","0.46696","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Digestive diseases","1.0","1.03347","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Mental and behavioral disorders","5.9","5.85108","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Congenital heart anomalies","1.2","1.17982","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","All Causes","148.1","148.10570","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Bipolar disorder","0.0","0.03842","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Neural tube defects","0.2","0.21474","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Congenital heart anomalies","0.5","0.53183","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Trypanosomiasis","0.0","0.00504","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Childhood-cluster diseases","0.0","0.04195","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Oral conditions","0.1","0.08491","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Other mental and behavioural disorders","4.7","4.67379","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Collective violence and legal intervention","0.4","0.37473","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Chagas disease","0.0","0.03131","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Injuries","46.3","46.32454","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Fire, heat and hot substances","0.5","0.46538","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Hypertensive heart disease","24.3","24.31133","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Acute hepatitis B","0.7","0.71067","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Noncommunicable diseases","8.6","8.61015","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Sense organ diseases","0.0","0.00391","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Leprosy","0.0","0.00150","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Iron-deficiency anaemia","0.2","0.19325","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Stomach cancer","16.9","16.91987","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Periodontal disease","0.0","0.00075","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Intestinal nematode infections","0.0","0.00204","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Rheumatoid arthritis","0.1","0.06973","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Neonatal conditions","0.0","0.00277","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Upper respiratory infections","0.0","0.00673","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Cardiovascular diseases","3.3","3.27903","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Skin diseases","0.1","0.08067","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Drowning","4.2","4.22102","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Iron-deficiency anaemia","0.1","0.06888","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Meningitis","1.2","1.18317","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Congenital heart anomalies","0.3","0.29111","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Musculoskeletal diseases","6.7","6.68886","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Other chromosomal anomalies","0.0","0.02783","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Leprosy","0.0","0.00599","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Other unintentional injuries","23.4","23.38077","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Parasitic and vector diseases","0.2","0.15004","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Oesophagus cancer","50.9","50.93549","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Leprosy","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Rheumatic heart disease","0.2","0.20713","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Chronic obstructive pulmonary disease","31.0","30.98485","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Melanoma and other skin cancers","2.9","2.87352","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Chlamydia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Intestinal nematode infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Sense organ diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Back and neck pain","0.4","0.43869","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Musculoskeletal diseases","0.3","0.32702","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Cardiovascular diseases","321.9","321.86691","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Parasitic and vector diseases","0.2","0.20025","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Chlamydia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Preterm birth complications","2.2","2.24132","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Migraine","0.0","0.00282","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Meningitis","0.4","0.38531","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Digestive diseases","91.7","91.65782","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Bladder cancer","5.8","5.76305","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Neurological conditions","2.6","2.56566","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Communicable & other Group I","5.2","5.15127","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Protein-energy malnutrition","0.1","0.13719","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Back and neck pain","0.0","0.01176","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Prostate cancer","0.0","0.01379","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Ascariasis","0.0","0.00370","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Cardiomyopathy, myocarditis, endocarditis","2.2","2.17490","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Birth asphyxia and birth trauma","0.0","0.00689","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Sense organ diseases","0.0","0.00054","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Rabies","0.0","0.02352","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Sense organ diseases","0.1","0.06063","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Other genitourinary diseases","6.0","5.95462","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Liver cancer","83.3","83.28716","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Chagas disease","0.0","0.00578","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Pancreas cancer","10.8","10.76281","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Other musculoskeletal disorders","0.1","0.11019","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Mouth and oropharynx cancers","0.0","0.01556","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Whooping cough","0.0","0.00348","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Other neurological conditions","1.7","1.65923","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Other digestive diseases","146.1","146.08540","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Unintentional injuries","19.1","19.13956","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Acute hepatitis C","0.0","0.00135","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Alcohol use disorders","7.4","7.38636","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Stroke","79.8","79.82757","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Other malignant neoplasms","4.5","4.45468","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Idiopathic intellectual disability","0.1","0.08870","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Drug use disorders","2.6","2.55426","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Other malignant neoplasms","30.4","30.35095","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Genitourinary diseases","0.2","0.17001","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Poisonings","2.5","2.49687","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Self-harm","37.6","37.63536","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Respiratory infections","34.0","34.00130","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Breast cancer","31.0","30.98244","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Sense organ diseases","0.0","0.02551","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Schistosomiasis","0.0","0.01552","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Ischaemic heart disease","153.2","153.16460","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Colon and rectum cancers","0.0","0.00425","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Respiratory diseases","55.9","55.94221","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Ovary cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Congenital anomalies","3.5","3.46261","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Infectious and parasitic diseases","17.1","17.05431","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Epilepsy","0.7","0.72872","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Cirrhosis of the liver","0.1","0.05913","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Rheumatic heart disease","2.5","2.50917","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Rabies","0.1","0.09855","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Iron-deficiency anaemia","0.1","0.05700","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Periodontal disease","0.0","0.01041","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Cardiovascular diseases","426.9","426.87619","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Malaria","0.0","0.01058","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Pancreas cancer","16.0","15.98024","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Tuberculosis","11.4","11.41234","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Other nutritional deficiencies","0.0","0.02389","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Dengue","0.0","0.02834","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Trypanosomiasis","0.0","0.00143","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Iodine deficiency","0.0","0.00667","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Nutritional deficiencies","0.1","0.13479","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Migraine","0.0","0.00150","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Birth asphyxia and birth trauma","0.0","0.00375","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Diarrhoeal diseases","0.1","0.10583","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Infectious and parasitic diseases","21.6","21.63307","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Cirrhosis of the liver","19.1","19.09162","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Childhood-cluster diseases","0.1","0.08596","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Cataracts","0.0","0.00125","","",""
