"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Other nutritional deficiencies","0.0","0.03594","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Rheumatoid arthritis","1.7","1.71915","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Ascariasis","0.0","0.00809","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Prostate cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Noncommunicable diseases","6258.0","6257.98877","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Osteoarthritis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Stomach cancer","0.2","0.23778","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Gonorrhoea","0.3","0.32118","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Birth asphyxia and birth trauma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Alzheimer's disease and other dementias","0.8","0.81294","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Skin diseases","1.0","1.02953","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Otitis media","0.0","0.04791","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Drowning","13.1","13.10317","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Other chromosomal anomalies","0.1","0.13535","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Rheumatic heart disease","22.7","22.74882","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Falls","7.7","7.69545","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Malignant neoplasms","9.8","9.76195","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Gynecological diseases","0.1","0.07605","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Other congenital anomalies","0.9","0.88669","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Dengue","0.2","0.18454","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Dental caries","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Other congenital anomalies","8.4","8.38963","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Hypertensive heart disease","4.5","4.54753","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Preterm birth complications","29.8","29.82904","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Other nutritional deficiencies","0.1","0.06189","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Other unintentional injuries","25.0","24.98561","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Drug use disorders","0.5","0.47690","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Hypertensive heart disease","8.6","8.59523","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Cardiovascular diseases","13.7","13.67966","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Interpersonal violence","21.3","21.26720","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Encephalitis","1.1","1.09783","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Neurological conditions","10.9","10.91104","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Diabetes mellitus","322.6","322.60541","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Gynecological diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Diabetes mellitus","0.9","0.89355","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Eating disorders","0.1","0.09595","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Tuberculosis","31.0","31.04365","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Collective violence and legal intervention","4.3","4.33620","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Communicable & other Group I","182.6","182.58580","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Ascariasis","0.1","0.13106","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Parkinson's disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Intestinal nematode infections","0.0","0.00625","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Epilepsy","7.7","7.67828","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Other neonatal conditions","3.3","3.31075","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Lymphomas, multiple myeloma","1.9","1.88738","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Dental caries","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Liver cancer","0.1","0.14697","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Acute hepatitis C","0.0","0.02153","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Ischaemic heart disease","2.9","2.92825","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Unintentional injuries","45.1","45.10514","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Rheumatoid arthritis","5.5","5.52390","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Prostate cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Prostate cancer","0.2","0.18263","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Noncommunicable diseases","69.0","69.01808","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Asthma","15.5","15.51049","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Upper respiratory infections","0.1","0.05511","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Congenital anomalies","15.1","15.13522","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Unintentional injuries","51.4","51.35318","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Trypanosomiasis","0.2","0.18880","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Stroke","4.6","4.61142","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Endocrine, blood, immune disorders","4.3","4.33472","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Collective violence and legal intervention","5.2","5.22060","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Congenital heart anomalies","2.1","2.12694","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Ischaemic heart disease","2.6","2.63327","","",""
